message,default label,default score,camembert label,camembert score
"A oui desolé c est sur 
La ps4 je me deconnecterais a chaque fois
",NEGATIVE,0.8493,NEGATIVE,0.9163
"oh mon chéri c'est pas grave pierre te mettra une fessée cet été
",NEUTRAL,0.6243,POSITIVE,0.7032
"Mdr
",NEGATIVE,0.9466,NEUTRAL,0.6288
"Ok, explique aux gens qu’on est limité à 4 comptes
Et que c’est pas très sympa de se créer son compte comme ça
",NEUTRAL,0.587,NEGATIVE,0.6816
"pourquoi i utilise pas le compte de Nico
",POSITIVE,0.9744,NEUTRAL,0.5686
"Oui tout simplement
",POSITIVE,0.729,POSITIVE,0.949
"purée bilan de ma sortie vélo de 30 minutes,trempée et renversée par un connard en voiture. rien de grave des bleus sans doute. super journée !!!!
et purée c'était pour être polie car je suis très en colère
",NEGATIVE,0.8875,NEGATIVE,0.9024
"Maman mais comment tu fais pour te faire renverser a velo ? On va t interdire de velo lol et le velo ca va il a rien ?
",NEGATIVE,0.9648,NEGATIVE,0.8365
"le vélo a juste déraillé et le guidon de travers mais j'ai tout remis en place et pour ta gouverne c'était à un rond point et le connard m'a coupé la route pensant être très fort mais rassure toi il a ralenti pour voir que je me relevais et s'est barré
",NEGATIVE,0.9422,NEGATIVE,0.7441
"A oui putain vas falloir t acheter velo d appartement c est moins risqué
",NEUTRAL,0.6398,NEUTRAL,0.6186
"ah ah ah
",NEGATIVE,0.8699,POSITIVE,0.7679
"Et toi ca va t as pas mal ?
",NEGATIVE,0.989,POSITIVE,0.7978
"non ça va t'inquiète
",NEGATIVE,0.9796,POSITIVE,0.7347
"C’était un rond point aussi la dernière fois non ?
",NEGATIVE,0.9783,NEUTRAL,0.6298
"Non
",NEGATIVE,0.9891,NEUTRAL,0.6362
"non la dernière fois c'était quelqu'un qui avait coupé la piste cyclable
",NEGATIVE,0.9707,NEUTRAL,0.5653
"Les gens sont des batards avec les cyclistes
",NEUTRAL,0.6092,NEUTRAL,0.6102
"je te le fais pas dire
",NEGATIVE,0.9632,NEUTRAL,0.5693
"Je me douche et on Skype ?
",NEGATIVE,0.9807,NEUTRAL,0.5155
"ok
",POSITIVE,0.9998,POSITIVE,0.7258
"Bon anniversaire Nico !
",POSITIVE,0.9969,POSITIVE,0.7494
"Merci 😊
",NEGATIVE,0.9038,POSITIVE,0.9507
"Comment est ta nouvelle tablette ?
",NEGATIVE,0.9266,POSITIVE,0.7757
"Super jolie j ai pas encore trop utiliser y a fallu la charger et la je viens de rentrer de chez maman
",POSITIVE,0.8476,POSITIVE,0.8858
"Tu nous dira comment clash of clan est sur tablette
",NEGATIVE,0.9788,POSITIVE,0.7203
"oh ça va être top je crois!!!
",POSITIVE,0.9824,POSITIVE,0.9841
"Mdr oui ca va etre super
Clash of clans en cours de telechargement !!!
",POSITIVE,0.6852,POSITIVE,0.9556
"cool on attend impatiemment
",POSITIVE,0.986,POSITIVE,0.9637
"Ah l’essentiel est là
",NEUTRAL,0.5491,POSITIVE,0.8874
"Mdr
Attendez j ai plein de reglages et mise a jours a faire avant lol
",NEGATIVE,0.9474,NEGATIVE,0.7103
"bon ben on patiente
",POSITIVE,0.909,NEGATIVE,0.8269
"Quel suspens
",NEUTRAL,0.5874,POSITIVE,0.9618
"J ouvre clash of clans mdr
",POSITIVE,0.8663,POSITIVE,0.7504
"Le pro du teasing ce Nico
",NEGATIVE,0.9638,NEUTRAL,0.5707
"ouf j'ai cru que j'allais m'endormir sans avoir tes impressions
",NEGATIVE,0.9383,NEGATIVE,0.9284
"Et attend je lance le jeu et la il me dit qu il faut mettre a jour une application pour pouvoir jouer
",NEUTRAL,0.6313,NEGATIVE,0.7935
"misère
",NEGATIVE,0.9984,NEGATIVE,0.9016
"Oui normal avec une nouvelle tablette t’as mille ans de mise à jour à rattraper
",NEGATIVE,0.885,NEUTRAL,0.6308
"c'est nul
",NEUTRAL,0.6117,NEGATIVE,0.9968
"Et oui je te dit pas le bazard
Ca y est je re vie lol
",NEGATIVE,0.8788,NEUTRAL,0.5208
"Haha on va plus avoir de nouvelles de toi
",POSITIVE,0.8244,NEUTRAL,0.6519
"Mais si t inquiete
Du coup avec tout ca j ai pas jouer contre toi au scrabble je dois te mettre la pilè
",NEGATIVE,0.9751,NEGATIVE,0.7374
"tu vas jouer au scrabble sur ta tablette tu verras c'est mieux
",NEGATIVE,0.9439,POSITIVE,0.6983
"Oui 😊
",NEGATIVE,0.7249,POSITIVE,0.9019
"alors clash of clan sur la tablette ?
",NEGATIVE,0.9873,NEUTRAL,0.5607
"Trop trop bien 😊
",NEGATIVE,0.9893,POSITIVE,0.9971
"👍
Mate ce dialogue de sourd Nico
",NEGATIVE,0.9924,POSITIVE,0.6962
"ah ah ah
",NEGATIVE,0.8699,POSITIVE,0.7679
"J’ai bien rigolé
",NEGATIVE,0.6695,POSITIVE,0.954
"il sort à 21heures alors il est pas encore rentré
",POSITIVE,0.6926,NEUTRAL,0.6571
"Ah ok, il dort chez toi ?
",NEGATIVE,0.9807,NEUTRAL,0.6502
"non car il embauche à 13heures
",NEUTRAL,0.5797,NEUTRAL,0.649
"Ah oui c’est vrai
",NEGATIVE,0.8838,POSITIVE,0.7729
"purée je viens de comprendre le sens de ton c'est où !!!!
",POSITIVE,0.883,NEGATIVE,0.9621
"Ah j’ai eu peur de parler chinois
Le québécois doit m’atteindre
",NEGATIVE,0.8589,NEUTRAL,0.5991
"c'est ça ou moi la sénilité
",NEGATIVE,0.7512,NEGATIVE,0.9327
"La fatigue, c’est moins gênant
",NEGATIVE,0.9994,NEGATIVE,0.9239
"on va dire ça
",NEGATIVE,0.9964,NEUTRAL,0.5022
"Mdr
J ai encore ramener des patisserie
C est a delidess pour info pierro
",NEGATIVE,0.8695,NEUTRAL,0.5106
"Ok, les pâtisseries sont bonnes au moins ?
",NEGATIVE,0.9499,NEGATIVE,0.6676
"D apres maman oui
",POSITIVE,0.9095,POSITIVE,0.8136
"Tu les manges pas toi ?
",NEGATIVE,0.8898,NEGATIVE,0.7458
">j ai gouter leur croustillant au chocolat mais j ai pas trop aimé trop chocolaté et sucré
",NEGATIVE,0.8232,NEGATIVE,0.9852
"Haha le dealer
",NEGATIVE,0.6937,POSITIVE,0.699
"Mdr
",NEGATIVE,0.9466,NEUTRAL,0.6288
"cool gardes en!!!
",POSITIVE,0.9997,POSITIVE,0.9369
"Ah au fait maman si je viens manger demain midi ca te va ?
Comme ca je t en ramene
",NEGATIVE,0.9094,NEUTRAL,0.6139
"rians c'est super bon
",POSITIVE,0.9909,POSITIVE,0.9875
"Maman elle va se gaver ^^
",NEUTRAL,0.5039,NEGATIVE,0.9007
"OK pour demain midi tu veux manger quoi
oui je me régale double ration de vélo après pour éliminer
",NEGATIVE,0.8263,NEUTRAL,0.5962
"Oui mdr
Euh j en sais rien
",NEUTRAL,0.6267,NEGATIVE,0.7091
"bon j'improvise alors
",POSITIVE,0.9948,NEGATIVE,0.7031
"Comment t’as fait pour mettre le message de Nico dans ta réponse ?
",NEGATIVE,0.9723,NEUTRAL,0.6019
"j'en sais rien
",POSITIVE,0.9927,NEGATIVE,0.6845
"Haha 😂
",NEGATIVE,0.9578,POSITIVE,0.7854
"le talent
oh la je viens de voir le cheese cake au citron ça doit être trop bon
",POSITIVE,0.7227,POSITIVE,0.9781
"Haha Maman elle mate 20 fois la photo
",POSITIVE,0.7503,NEUTRAL,0.5227
"non je ne l'avais pas agrandie
",NEGATIVE,0.9334,NEUTRAL,0.5474
"Ah ok
Je pensais que tu regardais avant de t’endormir pour rêver de pâtisseries
",POSITIVE,0.7683,NEGATIVE,0.9348
"bon j'avoue quand même j'ai regardé plusieurs fois
",POSITIVE,0.8369,NEGATIVE,0.7804
"Haha j’le savais !
",POSITIVE,0.9909,POSITIVE,0.7226
"allez les gars je vais voir Jessica Jones
",POSITIVE,0.9828,POSITIVE,0.7344
"Ooh c’est vrai !
Je regarde ce soir si j’ai le temps
Bon visionnage, bisous
",NEGATIVE,0.9637,POSITIVE,0.8815
"merci bisous
",NEGATIVE,0.9862,POSITIVE,0.9643
"Bon visionnage moi faut que je termine mon oncle charlie d abord pff
",POSITIVE,0.8001,NEUTRAL,0.5461
"allez dépêche alors
",POSITIVE,0.9766,POSITIVE,0.771
"Je me depeche je suis a la fin de la saison 7 me reste 5 saisons
",NEGATIVE,0.9292,NEUTRAL,0.5027
"oh là là t'as pas fini
",NEGATIVE,0.9986,NEUTRAL,0.6447
"Ca va vite et a partir de ce week end je vais avoir le temps mdr
Au fait pierre t as recu un avis de passage mais je vais pas pouvoir aller te le chercher  et en plus le facteur est passé quand j etais la il a pas sonné
",NEGATIVE,0.8519,NEUTRAL,0.657
"stresse pas chéri t'as 14jours pour aller le chercher
",NEGATIVE,0.8082,POSITIVE,0.7421
"Oui mais me faut carte d identiter de pierre c est ca le probleme
",NEGATIVE,0.9247,NEGATIVE,0.7504
"une photocopie ça va
tu remplis et tu imités sa signature sinon pierre t'envoie un mail pour dire qu'il est au Canada sinon tant pis
le magicien Nico m'a remis le Wi-Fi
",NEGATIVE,0.9362,NEUTRAL,0.5383
"Bien joué pour le wifi, c’était quoi le problème?
Je t’envoie ma carte d’identité dès que je peux
Ça me faire toujours un peu flipper les recommandés, c’est rarement des bonnes nouvelles ou pour savoir comment je vais
",NEGATIVE,0.8897,NEUTRAL,0.6607
"le Wi-Fi problème de réglage du téléphone pour le recommandé tu t'en fous tu vis pas en France
oh les amis le vélo le vent de face c'est féroce
",NEGATIVE,0.9904,POSITIVE,0.7303
"Tu vas avoir des jambes comme des jambons
",NEUTRAL,0.6276,NEGATIVE,0.8568
"oh merci c'est joli comme expression et rhuma c'est quoi !!!!
",NEGATIVE,0.8579,NEGATIVE,0.9538
"Ça vient de rhumer, mettre du rhum
",NEGATIVE,0.9371,NEGATIVE,0.8487
"ah
",POSITIVE,0.8809,POSITIVE,0.7329
"T’as pas l’air convaincue
",NEGATIVE,0.9333,NEGATIVE,0.8554
"je joue avec pierre il fait won je joue avec Nico il fait won vous le faites exprès !!!!!
",POSITIVE,0.9978,NEGATIVE,0.8602
"Haha notre stratégie est parfaite
",NEUTRAL,0.5843,POSITIVE,0.8144
"c'est ça
",POSITIVE,0.9914,POSITIVE,0.8245
"Et oui c est pour te faire perdre la boule lol
",POSITIVE,0.7206,NEGATIVE,0.8967
"👍
",NEGATIVE,0.6971,POSITIVE,0.82
"ah ah ah
",NEGATIVE,0.8699,POSITIVE,0.7679
"Pierre qu est que t as jouer pour que je joue pareil ?
Oups me suis tromper de groupe mdr
",NEGATIVE,0.9802,NEGATIVE,0.7113
"won
",POSITIVE,0.9998,POSITIVE,0.769
"RAFLEZ
",POSITIVE,0.8594,NEUTRAL,0.5519
"Mdr maman
",POSITIVE,0.8475,POSITIVE,0.6927
"c'est quoi le délire je comprends rien
",NEGATIVE,0.7639,NEGATIVE,0.9952
"Et je joue Raflez mdr
",NEGATIVE,0.8527,NEUTRAL,0.6651
"Oui puis elle dit ça, mais j’ai joué WON après qu’elle ait joué elle aussi WON
",POSITIVE,0.9972,NEUTRAL,0.5256
"Mdr
",NEGATIVE,0.9466,NEUTRAL,0.6288
"c'est vrai en fait vous copiez
alors Nico content d'avoir fini
",NEUTRAL,0.5544,NEGATIVE,0.7338
"Oui lol je sens que je suis malade lol
",NEGATIVE,0.9859,NEGATIVE,0.7362
"comment ça
",NEUTRAL,0.5851,NEUTRAL,0.5852
"La mission est déjà finie ?
",NEGATIVE,0.9194,NEGATIVE,0.9418
"Oui le contrat d une semaine et comme ca me plait pas j arrete donc me renouvelle pas
",NEGATIVE,0.9661,NEGATIVE,0.9731
"Ah ok
",POSITIVE,0.9991,NEUTRAL,0.6566
"Euh j ai mal au bid et j ai chaud comme si j avais de la fievre
",NEGATIVE,0.953,NEGATIVE,0.7813
"tu dois aller au siège de keolis pour chercher un dossier de candidature ils recrutent effectivement
tu te couches et tu dors ça ira mieux demain
",NEGATIVE,0.9544,NEGATIVE,0.8836
"Pharmacienne depuis des années
",NEUTRAL,0.6367,NEUTRAL,0.597
"c'est ça
",POSITIVE,0.9914,POSITIVE,0.8245
"Les bons tuyaux, j’y aurais pas pensé
",POSITIVE,0.9418,NEGATIVE,0.6721
"Mdr euh je crois que je vais allez travailler apres cette aprem nettoyage lol
",NEGATIVE,0.972,NEGATIVE,0.7971
"je comprends pas
",POSITIVE,0.9819,NEGATIVE,0.9043
"Je me moque de toi tu croyais que j allais faire quoi apres le boulot ?
",NEGATIVE,0.9376,NEGATIVE,0.9187
"mais non tu vas au lit de suite c'est ce que je voulais dire
",NEGATIVE,0.9803,NEGATIVE,0.6791
"Oui j avais compris
Coucou pierre tu te rappelle du point que t as perdu sur ton permis de conduire a parempuyre le 2 juillet 2017 et bien tu viens de le recuperer donc maintenant t es a 11 points
",NEGATIVE,0.8791,POSITIVE,0.7814
"coucou pierre et dans la foulée tu vas en reperdre 2 désolée mon chéri
",NEGATIVE,0.9605,NEUTRAL,0.6281
"Mdr qu est que t as fait encore
A au fait tu me feras penser qu il faut je te donne les papiers de l AX j ai la nouvelle vignette de l assurrance
",NEGATIVE,0.9374,NEUTRAL,0.6477
"ben un excès de vitesse !!!!
",POSITIVE,0.9833,NEGATIVE,0.9052
"2 points pour exces de vitesse ?
",NEUTRAL,0.6582,NEGATIVE,0.7616
"ben ça arrive
",POSITIVE,0.9676,NEUTRAL,0.6504
"Ok lol
",POSITIVE,0.9986,NEUTRAL,0.5151
"Haha je vais être fiché par la police alors que j’ai rien fait
",NEGATIVE,0.7854,NEGATIVE,0.6827
"Mdr
Maman eu une super idée ",NEGATIVE,0.7725,POSITIVE,0.8928
"Look
Lool*
",NEUTRAL,0.6244,NEUTRAL,0.6095
"Il pleuvait a peine une petite bruine mais c est traite
",POSITIVE,0.8521,NEUTRAL,0.5022
"Haha pas besoin de se doucher en rentrant
",NEGATIVE,0.9024,NEUTRAL,0.5673
"moi j'adore faire du vélo et la petite bruine c'est rien
",POSITIVE,0.9727,NEUTRAL,0.5748
"Ça n’a pas l’air d’être du goût de Nico
On Skype ?
",NEGATIVE,0.9326,NEGATIVE,0.7623
"tu seras pas fiché mon chéri t'inquiète moi j'ai 7points et je ne suis pas fichée
",NEGATIVE,0.7778,POSITIVE,0.7619
"C’était une blague
",NEGATIVE,0.7952,NEGATIVE,0.8683
"est ce que j'ai 5minutes pour me préparer à mznger
",POSITIVE,0.8102,NEUTRAL,0.5167
"Oui
",NEUTRAL,0.5688,POSITIVE,0.8953
"OK à tout de suite
",POSITIVE,0.9975,POSITIVE,0.6955
"Mdr quand tu as l eau sur les lunettes tu vois rien l eau qui te tombe dans lesbyeux qui te pique les yeux obliger de t arreter et quand t es tramper et que j avance encore moins avec le vent car plus lourd
Ben c est horrible j avais qu une envie rentrer
",NEGATIVE,0.9515,NEGATIVE,0.9327
"Haha il eat traumatisé
",NEGATIVE,0.9231,POSITIVE,0.8261
"Ouais mdr
",NEUTRAL,0.6625,NEUTRAL,0.6564
"ah ah ah
je suis prête pour skyper
",POSITIVE,0.9421,POSITIVE,0.699
"J’suis là
J’ai rehaussé le plafond de ma carte de crédit, on va pouvoir cramer de la thune
",NEGATIVE,0.7095,NEUTRAL,0.5173
"Mdr
",NEGATIVE,0.9466,NEUTRAL,0.6288
"cool
",POSITIVE,0.9999,POSITIVE,0.9811
"1500$
",POSITIVE,0.9946,NEUTRAL,0.577
"Seulement lol
",NEGATIVE,0.9769,NEUTRAL,0.5683
"c'est tout!!!!!
",POSITIVE,0.9964,NEGATIVE,0.9189
"Mdr
",NEGATIVE,0.9466,NEUTRAL,0.6288
"je plaisante bien sûr
",POSITIVE,0.9483,NEUTRAL,0.5286
"Avant c etais de combien ca me parait bien bas lol
",NEUTRAL,0.581,NEGATIVE,0.8826
"500$
",POSITIVE,0.9849,NEUTRAL,0.5401
"A la semaine ?
",NEGATIVE,0.9924,NEUTRAL,0.5765
"Non mais ça veut dire que je peux payer 1500$ en une fois au maximum
",NEGATIVE,0.961,NEGATIVE,0.7233
"A ok dac
",NEUTRAL,0.5917,POSITIVE,0.6789
"Avant c’était 500$
",NEGATIVE,0.8276,NEUTRAL,0.61
"Je pensais au plafond que tu pouvais pas depassé au mois
",NEGATIVE,0.8912,NEUTRAL,0.593
"ça m'étonnerait qu'on dépense en une seule fois 1500 j'ai pas le signe dollar mais t'as bien fait pour la location de la voiture
",NEGATIVE,0.8365,NEUTRAL,0.517
"Oui c’est surtout pour la location que j’ai fait ça
Mais c’est pas vraiment 1500$ en une fois, c’est plutôt 1500$ de crédit autorisé
Je vous expliquerai quand vous viendrez, c’est pas évident par text
",NEGATIVE,0.8805,NEUTRAL,0.6158
"c'est vrai que ça a l'air compliqué
",POSITIVE,0.9295,NEUTRAL,0.6147
"Pas tant que ça, on s’y fait vite
Une fois que t’as vu le site de la banque et fais ça une fois, c’est facile
Il fait super beau aujourd’hui, il fait gris clair
",NEGATIVE,0.8173,POSITIVE,0.7322
"Mdr
",NEGATIVE,0.9466,NEUTRAL,0.6288
"en tous cas mission accomplie 2h45 à l'aller 2h20 au retour je suis trop contente
",NEGATIVE,0.8949,POSITIVE,0.9414
"Bien joué!
",POSITIVE,0.9985,POSITIVE,0.9692
"merde je voulais pas dire gagné mais raté !!!!
",NEUTRAL,0.5256,NEGATIVE,0.9979
"J’me suis douté qu’il était pas venu
",NEGATIVE,0.9377,NEUTRAL,0.6363
"A oui ca aurait etais dommage de loupé ca lol
",NEGATIVE,0.8994,NEUTRAL,0.5672
"n'est ce pas
",POSITIVE,0.968,POSITIVE,0.8714
"Elles sont jolies ces vaches, je serais triste à ta place Nico
En plus regarde ce magnifique ciel gris clair
",NEUTRAL,0.5836,POSITIVE,0.8138
"la piste est superbe de latresne à Créon et puis depuis bordeaux ça ne fait qu'une heure vingt de vélo
oui mais il ne faisait pas froid
allez Nico tu viendras la prochaine fois?
",NEGATIVE,0.9613,POSITIVE,0.8464
"Allez Nico!
",POSITIVE,0.9957,POSITIVE,0.8158
"Ben oui tout pour plaire des vaches et un temps merveilleux bon ben tampis pour moi lol me plus qu a allez faire du velo avec maman avec un temps pourris (soleil et ciel bleu ) mais connaissant maman elle va pas vouloir vu que les vaches resterais a l abri mdr
Depuis bordeaux ca deux heures 40 de velo mais autant dire que l aller pour faire genre c est rien ca reduit le temps juste par 2 c est peu lol
On verra plus tard maman
",NEGATIVE,0.9598,NEGATIVE,0.9751
"oui mais on se repose entre l'aller et le retour c'est pour ça que je disais ça
",NEGATIVE,0.7415,NEUTRAL,0.6404
"Mdr
",NEGATIVE,0.9466,NEUTRAL,0.6288
"C’est précis ici le poids des pâtes
",NEGATIVE,0.9252,NEUTRAL,0.5465
"c'est clair ça plaisante pas exactement la quantité de pâtes nécessaires pour quatre personnes. ces canadiens à cheval sur la nutrition !!!
",POSITIVE,0.9327,NEGATIVE,0.8035
"Hahaha
Ça fait une livre
",NEGATIVE,0.9439,POSITIVE,0.7801
"je croyais qu'une livre c'était 500 grammes
",NEGATIVE,0.8841,NEUTRAL,0.546
"J’arrondi à chaque fois
Précisément c’est environ 454g
",POSITIVE,0.7968,NEUTRAL,0.6226
"non mais ici quand tu demandes une livre c'est 500g
",NEGATIVE,0.9442,NEUTRAL,0.6581
"Ah ok, bah ça doit être une livre anglo-saxonne alors
",NEGATIVE,0.9861,NEUTRAL,0.6098
"oui c'est marrant de mettre 454g ils ont bien le système métrique au Canada
",NEGATIVE,0.929,POSITIVE,0.7916
"Ils ont les 2
Les prix sont à la livre à Ottawa
",POSITIVE,0.967,POSITIVE,0.7432
"Donc en gros c est 500g ???
",NEGATIVE,0.9952,NEGATIVE,0.7439
"Environ ouais
453.592g pour être vraiment précis
",NEGATIVE,0.8951,NEGATIVE,0.7713
"Ca c est la livre anglaise ok mais du coup dans ton paquet de pates canadien y a 454 g et ici en france 500 g du coup y a une difference 46 grammes ?
",NEGATIVE,0.9777,NEUTRAL,0.6553
"Oui
",NEUTRAL,0.5688,POSITIVE,0.8953
"Ok 😂
Les pauvres canadiens
",NEGATIVE,0.7026,NEUTRAL,0.5385
"c'est parce que nous on a dû arrondir
",NEGATIVE,0.9489,NEUTRAL,0.5435
"T’auras qu’à ramener 500g de spaghettis dans ta valise et on verra
C’est juste qu’en France on compte en g, du coup 500 c’est plus pratique
",NEGATIVE,0.9606,NEUTRAL,0.5012
"Tout a fait pierre du coup va falloir peser pour comparer lol
",NEUTRAL,0.511,POSITIVE,0.7461
"Ici c’est en livre, du coup 454 c’est plus pratique
Et comme Barilla c’est italien, ils marquent tout en gramme
",NEGATIVE,0.9233,NEUTRAL,0.6168
"pourquoi une livre fait 454g et des poussières
",NEGATIVE,0.9148,NEGATIVE,0.9313
"Bah c’est une livre
",NEGATIVE,0.9561,NEUTRAL,0.6115
"C est comme ca
",POSITIVE,0.9743,POSITIVE,0.7667
"oui mais comment on a converti en gramme
",NEGATIVE,0.8903,NEUTRAL,0.5785
"C’est comme si tu me demandes pourquoi un pouce c’est 3 centimètres et des patates
",NEGATIVE,0.8737,NEGATIVE,0.7068
"oui mais le pouce c'est la longueur du pouce en cm
",NEGATIVE,0.8531,NEUTRAL,0.641
"Je sais pas ce qui a fixé la livre
",NEUTRAL,0.6336,NEUTRAL,0.6608
"une livre c'est quoi le poids d'un livre de 500 pages !!!!
",NEUTRAL,0.5145,NEGATIVE,0.8678
"Peut être la taille d’un sac standard
",NEGATIVE,0.9232,NEUTRAL,0.581
"Oui mais tu prend les degres kelvin et les degres celsius et les farenight c est pareil
",NEGATIVE,0.9083,NEUTRAL,0.548
"non c'est pas pareil ce sont des mesures créées séparément et dont on a essayé de trouver un ratio
",NEGATIVE,0.9791,NEUTRAL,0.6605
"Je vous laisse faire vos recherches sur la création de la livre
",NEGATIVE,0.7916,NEUTRAL,0.5644
"ok
je finis un appartement à Paris d'abord je suis presque à la fin et c'est passionnant
",POSITIVE,0.6687,POSITIVE,0.9228
"La livre c est pareil ca a ete cree separement et apres on convertie (le ratio)
",NEGATIVE,0.7751,NEUTRAL,0.5513
"je ne crois pas pour les températures il y avait deux échelles différentes
",POSITIVE,0.9476,NEUTRAL,0.5468
"Enfin bref oui on sait ce a quoi correspond la livre
",NEGATIVE,0.9397,NEUTRAL,0.5444
"oui mais pas pourquoi
",POSITIVE,0.9173,NEGATIVE,0.8494
"Oui c est ce que je voulais dire on c est pas d ou ca vient c est pas comme le pouce ou le pied ...
Ou alors comme tu as dis c est le poid d un livre de 500 pages mdr
",NEGATIVE,0.9846,NEUTRAL,0.6106
"lol
en fait pas de comparaison entre livre et gramme il y a la livre anglaise qui fait 453,59237g et la livre métrique qui fait 500 g
",NEGATIVE,0.9366,NEGATIVE,0.7873
"Oui mais pour etre sur on va comparer mdr
",NEGATIVE,0.7481,NEUTRAL,0.5769
"oui
on va compter le nombre de spaghettis dans le paquet !!!
",NEGATIVE,0.9378,NEUTRAL,0.5855
"Mdr
Ok moi j en ai 45 a toi pierre mdr
",NEGATIVE,0.904,NEUTRAL,0.6519
"Loool
",NEGATIVE,0.972,POSITIVE,0.6883
"Mamie se serait casser la  clavicule apparement elle est a l hopital a sainte fois
",POSITIVE,0.865,NEGATIVE,0.6862
"Oui Papa vient de m’écrire
",NEUTRAL,0.6641,POSITIVE,0.7237
"Oki
",POSITIVE,0.9895,POSITIVE,0.8631
"pourquoi saints foy
sainte
",POSITIVE,0.9418,POSITIVE,0.7815
"C’est où Sainte Foy ?
",NEGATIVE,0.8692,POSITIVE,0.6981
"C est vers bergerac non ?
Alors la je sais pas
",NEGATIVE,0.7527,NEGATIVE,0.7178
"Ils sont peut-être experts en clavicule
",POSITIVE,0.9163,NEUTRAL,0.597
"loin de st seurin
",POSITIVE,0.9473,NEUTRAL,0.6101
"Mdr
",NEGATIVE,0.9466,NEUTRAL,0.6288
"ça ça m'étonnerait c'est un trou
en tous cas maintenant il va falloir ne plus la laisser vivre seule
",NEGATIVE,0.7016,NEGATIVE,0.6959
"Oui ça devient compliqué là, elle a souvent des accidents
",NEGATIVE,0.8704,NEGATIVE,0.7007
